open_time,open,high,low,close,volume
2025-07-15 00:00:00,121458.4,121524.6,121277.3,121277.3,0.383
2025-07-15 00:15:00,121281.9,121608.4,121239.6,121544.2,0.693
2025-07-15 00:30:00,121522.4,121522.4,120777.3,121064.5,1.662
2025-07-15 00:45:00,121080.7,121219.2,120956.0,121210.6,1.014
2025-07-15 01:00:00,121142.0,121188.6,120781.9,120835.0,0.764
2025-07-15 01:15:00,120836.0,121044.7,120362.4,120668.8,9.21
2025-07-15 01:30:00,120665.7,121120.7,120641.9,120973.5,2.129
2025-07-15 01:45:00,120925.4,121072.9,120030.0,120114.2,2.548
2025-07-15 02:00:00,120162.2,120544.0,119869.7,119915.8,3.631
2025-07-15 02:15:00,119926.7,119967.8,119504.4,119573.4,6.099
2025-07-15 02:30:00,119602.6,119967.3,119576.4,119898.4,2.697
2025-07-15 02:45:00,119913.8,120084.8,119850.3,119919.4,2.262
2025-07-15 03:00:00,119888.1,119888.1,118909.1,119250.7,8.83
2025-07-15 03:15:00,119247.7,119247.7,118799.5,119139.8,7.508
2025-07-15 03:30:00,119132.3,119199.3,118391.0,118982.1,10.863
2025-07-15 03:45:00,118911.4,119187.5,118800.0,118818.1,5.797
2025-07-15 04:00:00,118810.2,118848.1,117886.5,118636.3,17.012
2025-07-15 04:15:00,118682.3,119032.9,118615.9,118914.6,11.91
2025-07-15 04:30:00,118905.6,119148.7,118601.4,119101.8,14.323
2025-07-15 04:45:00,119101.8,119112.5,118960.1,119111.4,5.006
2025-07-15 05:00:00,119109.4,119372.9,119091.2,119271.0,4.543
2025-07-15 05:15:00,119270.1,119270.1,118984.4,119156.9,5.102
2025-07-15 05:30:00,119142.3,119142.3,118566.7,118788.2,2.008
2025-07-15 05:45:00,118740.2,119027.5,118703.0,118983.1,1.186
2025-07-15 06:00:00,118947.8,118947.8,118369.8,118778.0,11.662
2025-07-15 06:15:00,118721.6,118765.2,118580.5,118634.0,2.489
2025-07-15 06:30:00,118624.2,118714.1,118352.8,118617.7,2.924
2025-07-15 06:45:00,118578.7,118677.2,118433.3,118640.3,1.246
2025-07-15 07:00:00,118671.0,118850.0,118500.0,118640.6,3.478
2025-07-15 07:15:00,118622.4,118696.7,118569.8,118638.8,0.94
2025-07-15 07:30:00,118581.0,118584.3,118238.1,118348.5,2.884
2025-07-15 07:45:00,118382.0,118555.1,117945.5,118354.2,6.18
2025-07-15 08:00:00,118386.4,118447.5,118260.1,118369.9,4.534
2025-07-15 08:15:00,118368.3,118416.8,117816.8,118416.8,6.028
2025-07-15 08:30:00,118400.5,118434.4,118332.4,118411.0,2.067
2025-07-15 08:45:00,118408.0,118426.9,118295.0,118343.8,4.731
2025-07-15 09:00:00,118331.9,118715.1,118331.9,118700.3,2.953
2025-07-15 09:15:00,118704.2,118794.7,118443.7,118548.3,5.113
2025-07-15 09:30:00,118535.3,118648.9,118419.0,118431.1,2.097
2025-07-15 09:45:00,118423.5,118513.2,118304.4,118344.1,2.583
2025-07-15 10:00:00,118344.1,118449.8,118326.3,118326.3,2.056
2025-07-15 10:15:00,118374.9,118699.9,118374.9,118633.6,1.396
2025-07-15 10:30:00,118637.6,118814.7,118525.5,118789.1,1.941
2025-07-15 10:45:00,118802.4,118843.7,118652.5,118662.9,0.522
2025-07-15 11:00:00,118656.9,118726.8,118405.0,118421.6,1.05
2025-07-15 11:15:00,118423.9,118423.9,117926.8,118070.7,4.411
2025-07-15 11:30:00,118083.4,118319.0,118044.3,118287.6,1.309
2025-07-15 11:45:00,118300.0,118754.9,118278.3,118751.6,2.91
2025-07-15 12:00:00,118727.7,118899.4,118555.7,118653.6,3.324
2025-07-15 12:15:00,118647.4,118681.5,118432.6,118432.6,4.22
2025-07-15 12:30:00,118490.7,119050.0,117976.0,118112.1,6.421
2025-07-15 12:45:00,118096.1,118849.6,118096.1,118780.0,2.143
2025-07-15 13:00:00,118756.9,119867.9,118752.9,119702.4,12.487
2025-07-15 13:15:00,119667.0,119726.0,119209.3,119341.8,3.724
2025-07-15 13:30:00,119297.0,120107.2,119175.9,119915.2,6.342
2025-07-15 13:45:00,119925.5,120060.4,119550.0,119708.8,3.712
2025-07-15 14:00:00,119825.4,120187.4,119683.3,120082.1,3.454
2025-07-15 14:15:00,120079.1,120094.0,119263.7,119294.8,5.21
2025-07-15 14:30:00,119263.7,119335.3,118384.1,118699.3,12.375
2025-07-15 14:45:00,118649.9,118649.9,117301.1,117596.3,26.649
2025-07-15 15:00:00,117634.6,118000.0,117400.7,117798.1,7.99
2025-07-15 15:15:00,117777.0,118039.6,117535.2,117919.1,6.015
2025-07-15 15:30:00,117950.0,118191.1,117764.5,117945.2,12.181
2025-07-15 15:45:00,117951.7,118450.0,117951.7,118076.6,2.448
2025-07-15 16:00:00,118082.9,118935.5,118044.7,118719.4,6.265
2025-07-15 16:15:00,118642.5,118768.4,118382.0,118622.8,5.032
2025-07-15 16:30:00,118617.0,119450.0,118616.0,119415.5,8.095
2025-07-15 16:45:00,119422.7,119467.8,118800.0,118827.7,3.806
2025-07-15 17:00:00,118935.5,119100.0,118900.0,119041.6,3.439
2025-07-15 17:15:00,119017.5,119269.6,118962.2,119253.5,1.033
2025-07-15 17:30:00,119252.7,119252.7,118964.4,119230.4,0.541
2025-07-15 17:45:00,119284.3,119332.2,119123.5,119174.6,1.003
2025-07-15 18:00:00,119165.1,119170.8,118905.8,118909.4,4.428
2025-07-15 18:15:00,118927.3,119092.1,118598.9,118601.1,12.721
2025-07-15 18:30:00,118608.0,118640.0,117812.0,118196.1,18.764
2025-07-15 18:45:00,118131.4,118650.9,118062.5,118481.1,3.576
2025-07-15 19:00:00,118400.3,118903.3,118353.4,118779.6,8.423
2025-07-15 19:15:00,118745.2,118878.9,118466.6,118550.7,4.54
2025-07-15 19:30:00,118555.9,118609.2,118147.3,118182.1,2.625
2025-07-15 19:45:00,118182.2,118280.8,117985.2,118083.3,2.637
2025-07-15 20:00:00,118098.7,118343.1,118096.0,118278.9,1.886
2025-07-15 20:15:00,118323.1,118421.6,117895.9,118260.0,2.561
