open_time,open,high,low,close,volume
2025-07-15 00:48:00,3029.41,3030.96,3028.65,3030.87,5.094
2025-07-15 00:49:00,3030.68,3034.34,3030.68,3034.34,0.481
2025-07-15 00:50:00,3034.89,3036.49,3034.16,3034.16,2.094
2025-07-15 00:51:00,3035.33,3036.43,3035.33,3036.43,0.588
2025-07-15 00:52:00,3036.41,3036.41,3034.8,3034.8,0.581
2025-07-15 00:53:00,3034.16,3034.16,3034.16,3034.16,0.011
2025-07-15 00:54:00,3033.76,3034.68,3032.01,3033.26,1.658
2025-07-15 00:55:00,3033.5,3034.21,3032.86,3032.86,0.435
2025-07-15 00:56:00,3033.28,3034.22,3031.7,3031.7,4.447
2025-07-15 00:57:00,3031.47,3032.12,3030.91,3032.12,1.116
2025-07-15 00:58:00,3032.41,3032.92,3031.48,3031.48,0.512
2025-07-15 00:59:00,3030.97,3033.24,3030.97,3033.24,1.194
2025-07-15 01:00:00,3032.0,3032.1,3032.0,3032.1,0.366
2025-07-15 01:01:00,3030.72,3030.72,3028.57,3028.57,1.322
2025-07-15 01:02:00,3028.0,3028.0,3023.9,3024.89,9.861
2025-07-15 01:03:00,3023.79,3024.47,3023.32,3023.32,0.718
2025-07-15 01:04:00,3023.35,3026.81,3022.55,3026.24,2.317
2025-07-15 01:05:00,3026.98,3029.12,3026.18,3028.19,3.14
2025-07-15 01:06:00,3029.35,3029.45,3027.16,3028.79,10.551
2025-07-15 01:07:00,3028.17,3028.17,3028.17,3028.17,0.018
2025-07-15 01:08:00,3026.95,3026.95,3023.28,3024.92,1.007
2025-07-15 01:09:00,3024.66,3025.72,3024.66,3025.11,3.636
2025-07-15 01:10:00,3024.39,3027.0,3024.39,3025.42,6.252
2025-07-15 01:11:00,3024.57,3024.91,3024.57,3024.91,0.059
2025-07-15 01:12:00,3023.11,3025.66,3023.11,3023.72,43.292
2025-07-15 01:13:00,3022.71,3023.72,3022.57,3023.72,31.189
2025-07-15 01:14:00,3023.21,3024.21,3023.2,3023.74,8.913
2025-07-15 01:15:00,3025.02,3031.4,3024.62,3031.4,5.33
2025-07-15 01:16:00,3030.18,3030.18,3028.12,3029.61,0.088
2025-07-15 01:17:00,3028.32,3028.73,3024.8,3024.8,3.99
2025-07-15 01:18:00,3026.42,3026.42,3022.22,3022.22,7.025
2025-07-15 01:19:00,3023.35,3023.67,3017.59,3019.0,5.979
2025-07-15 01:20:00,3019.61,3021.5,3005.19,3014.0,76.478
2025-07-15 01:21:00,3014.53,3014.54,3007.43,3008.42,16.34
2025-07-15 01:22:00,3007.14,3007.68,3003.01,3003.91,19.581
2025-07-15 01:23:00,3005.17,3008.55,3005.17,3006.71,16.1
2025-07-15 01:24:00,3005.32,3007.31,3003.0,3003.73,34.206
2025-07-15 01:25:00,3004.26,3012.45,3004.26,3009.68,9.139
2025-07-15 01:26:00,3010.84,3013.06,3009.84,3011.74,17.235
2025-07-15 01:27:00,3012.11,3014.98,3012.11,3014.98,13.663
2025-07-15 01:28:00,3015.73,3016.45,3014.32,3016.45,5.306
2025-07-15 01:29:00,3016.2,3017.54,3015.84,3017.54,0.428
2025-07-15 01:30:00,3017.01,3017.54,3015.44,3016.56,0.785
2025-07-15 01:31:00,3017.02,3018.7,3016.36,3017.42,1.009
2025-07-15 01:32:00,3017.8,3021.72,3017.71,3021.52,0.965
2025-07-15 01:33:00,3021.67,3021.67,3021.38,3021.38,3.305
2025-07-15 01:34:00,3023.31,3027.18,3023.31,3027.05,1.179
2025-07-15 01:35:00,3025.29,3025.92,3022.61,3023.03,2.084
2025-07-15 01:36:00,3023.6,3023.61,3023.25,3023.25,0.192
2025-07-15 01:37:00,3025.17,3027.14,3023.55,3023.96,0.213
2025-07-15 01:38:00,3024.67,3027.48,3024.49,3027.47,1.753
2025-07-15 01:39:00,3027.33,3029.84,3026.77,3029.84,0.853
2025-07-15 01:40:00,3029.89,3031.15,3029.13,3031.15,1.028
2025-07-15 01:41:00,3027.48,3032.54,3027.48,3031.24,10.299
2025-07-15 01:42:00,3031.74,3033.64,3031.63,3031.63,10.401
2025-07-15 01:43:00,3033.05,3036.07,3033.05,3035.99,1.445
2025-07-15 01:44:00,3036.16,3036.83,3035.59,3035.59,0.1
2025-07-15 01:45:00,3035.38,3037.47,3035.38,3036.5,0.716
2025-07-15 01:46:00,3036.79,3040.0,3036.42,3040.0,0.155
2025-07-15 01:47:00,3037.43,3037.71,3037.26,3037.26,0.504
2025-07-15 01:48:00,3038.03,3038.03,3033.14,3035.29,29.272
2025-07-15 01:49:00,3034.41,3035.1,3030.56,3032.67,1.551
2025-07-15 01:50:00,3030.0,3033.78,3029.98,3033.39,0.894
2025-07-15 01:51:00,3033.82,3034.66,3032.79,3034.66,3.861
2025-07-15 01:52:00,3032.18,3038.5,3032.18,3038.5,3.258
2025-07-15 01:53:00,3037.76,3037.76,3036.7,3036.7,0.101
2025-07-15 01:54:00,3037.51,3037.51,3032.0,3032.0,0.105
2025-07-15 01:55:00,3031.39,3031.39,3028.0,3028.0,0.062
2025-07-15 01:56:00,3027.16,3027.16,3026.0,3026.24,0.174
2025-07-15 01:57:00,3027.89,3028.13,3026.0,3026.0,0.89
2025-07-15 01:58:00,3025.75,3025.75,3018.27,3018.27,1.146
2025-07-15 01:59:00,3018.84,3018.84,3011.02,3016.61,0.697
2025-07-15 02:00:00,3015.31,3020.0,3011.74,3020.0,5.828
2025-07-15 02:01:00,3019.57,3022.32,3018.68,3021.02,0.533
2025-07-15 02:02:00,3017.82,3020.0,3016.0,3019.91,0.051
2025-07-15 02:03:00,3020.43,3026.0,3020.43,3025.06,5.262
2025-07-15 02:04:00,3024.22,3025.98,3022.89,3025.98,11.186
2025-07-15 02:05:00,3023.87,3023.92,3019.07,3020.18,0.36
2025-07-15 02:06:00,3021.43,3022.67,3021.38,3021.91,0.148
2025-07-15 02:07:00,3023.11,3024.0,3019.26,3019.26,2.578
2025-07-15 02:08:00,3020.19,3024.0,3020.0,3020.64,9.089
2025-07-15 02:09:00,3021.04,3021.48,3020.21,3020.21,0.269
2025-07-15 02:10:00,3020.6,3024.0,3020.21,3023.73,0.498
2025-07-15 02:11:00,3020.0,3020.0,3019.18,3019.18,0.01
2025-07-15 02:12:00,3016.95,3021.67,3016.95,3020.69,0.525
2025-07-15 02:13:00,3019.87,3019.87,3014.26,3016.27,0.419
2025-07-15 02:14:00,3016.81,3018.07,3016.19,3017.95,0.349
2025-07-15 02:15:00,3019.0,3019.58,3014.01,3014.01,20.575
2025-07-15 02:16:00,3014.0,3014.08,3006.77,3006.77,6.181
2025-07-15 02:17:00,3008.51,3008.51,2993.32,2995.73,57.613
2025-07-15 02:18:00,2995.99,3007.36,2994.25,3005.3,18.705
2025-07-15 02:19:00,3005.44,3007.03,3002.47,3005.87,3.731
2025-07-15 02:20:00,3004.68,3006.33,3003.32,3004.99,6.3
2025-07-15 02:21:00,3004.99,3005.36,3002.23,3005.24,1.155
2025-07-15 02:22:00,3004.91,3009.37,3003.79,3008.73,5.994
2025-07-15 02:23:00,3006.46,3006.68,3001.06,3001.22,19.018
2025-07-15 02:24:00,3003.31,3007.2,3002.49,3006.28,2.861
2025-07-15 02:25:00,3006.01,3006.01,2999.47,3000.07,6.608
2025-07-15 02:26:00,2999.8,3004.0,2999.8,3004.0,2.088
2025-07-15 02:27:00,3002.37,3002.96,3000.97,3002.96,1.032
2025-07-15 02:28:00,3005.28,3006.19,3004.89,3005.63,5.482
2025-07-15 02:29:00,3000.97,3003.29,2999.16,3002.48,0.513
2025-07-15 02:30:00,3002.41,3005.17,3001.67,3002.8,2.767
2025-07-15 02:31:00,3002.61,3006.45,3001.38,3004.87,6.817
2025-07-15 02:32:00,3002.65,3009.88,3002.65,3009.88,0.929
2025-07-15 02:33:00,3009.75,3009.75,3007.72,3008.0,7.391
2025-07-15 02:34:00,3008.48,3009.86,3007.64,3007.64,0.25
2025-07-15 02:35:00,3008.03,3010.11,3007.98,3009.05,0.623
2025-07-15 02:36:00,3008.19,3012.63,3008.19,3009.72,2.254
2025-07-15 02:37:00,3011.69,3011.92,3010.82,3011.48,0.29
2025-07-15 02:38:00,3013.26,3015.98,3013.26,3013.8,0.372
2025-07-15 02:39:00,3012.76,3013.08,3012.76,3013.08,0.497
2025-07-15 02:40:00,3011.92,3012.32,3008.49,3011.63,1.256
2025-07-15 02:41:00,3011.69,3013.29,3011.39,3013.29,0.085
2025-07-15 02:42:00,3013.41,3013.7,3011.71,3013.25,0.855
2025-07-15 02:43:00,3015.27,3015.66,3014.59,3015.02,0.893
2025-07-15 02:44:00,3015.46,3016.0,3015.45,3015.62,0.575
2025-07-15 02:45:00,3015.48,3015.48,3013.67,3014.55,50.03
2025-07-15 02:46:00,3016.89,3019.46,3009.4,3013.87,30.626
2025-07-15 02:47:00,3013.03,3018.71,3012.78,3018.43,20.671
2025-07-15 02:48:00,3016.06,3018.71,3016.06,3017.99,1.469
2025-07-15 02:49:00,3017.45,3017.46,3016.47,3016.47,0.101
2025-07-15 02:50:00,3016.01,3016.01,3014.14,3014.14,0.199
2025-07-15 02:51:00,3016.73,3016.73,3016.73,3016.73,0.006
2025-07-15 02:52:00,3018.38,3018.38,3017.41,3018.04,2.313
2025-07-15 02:53:00,3016.76,3016.76,3016.76,3016.76,0.007
2025-07-15 02:54:00,3017.03,3019.06,3015.85,3018.81,1.211
2025-07-15 02:55:00,3018.47,3018.47,3015.61,3017.53,9.855
2025-07-15 02:56:00,3018.11,3018.19,3015.64,3015.64,15.569
2025-07-15 02:57:00,3014.94,3016.13,3014.15,3014.15,10.697
2025-07-15 02:58:00,3014.37,3014.37,3011.31,3013.22,1.665
2025-07-15 02:59:00,3010.71,3014.22,3010.69,3014.21,0.185
2025-07-15 03:00:00,3013.01,3013.01,3009.95,3009.95,0.742
2025-07-15 03:01:00,3008.0,3009.95,3008.0,3009.95,0.009
2025-07-15 03:02:00,3009.75,3009.75,3003.71,3003.98,15.276
2025-07-15 03:03:00,3003.66,3008.0,3002.55,3005.96,6.864
2025-07-15 03:04:00,3004.0,3004.23,2999.19,3000.77,6.045
2025-07-15 03:05:00,3000.04,3006.39,3000.04,3006.39,4.033
2025-07-15 03:06:00,3004.91,3005.76,2999.36,2999.36,2.198
2025-07-15 03:07:00,3000.17,3000.17,2996.0,3000.0,2.542
2025-07-15 03:08:00,3000.2,3000.22,2999.02,2999.36,2.492
2025-07-15 03:09:00,3002.0,3002.72,2985.63,2988.89,62.908
2025-07-15 03:10:00,2988.6,2990.02,2970.45,2980.0,72.119
2025-07-15 03:11:00,2979.03,2982.82,2971.75,2982.82,29.638
2025-07-15 03:12:00,2979.98,2987.03,2979.89,2986.59,15.182
2025-07-15 03:13:00,2987.52,2987.55,2981.29,2983.09,20.731
2025-07-15 03:14:00,2983.3,2986.5,2983.3,2986.5,1.547
2025-07-15 03:15:00,2985.11,2986.39,2976.0,2976.0,9.841
2025-07-15 03:16:00,2975.46,2981.01,2969.62,2976.0,85.4
2025-07-15 03:17:00,2975.36,2976.6,2973.93,2976.42,2.416
2025-07-15 03:18:00,2975.56,2986.76,2975.56,2986.62,15.755
2025-07-15 03:19:00,2985.17,2988.65,2981.39,2981.39,6.258
2025-07-15 03:20:00,2980.74,2982.63,2976.56,2976.56,3.806
2025-07-15 03:21:00,2977.55,2983.48,2976.64,2980.96,4.052
2025-07-15 03:22:00,2980.92,2985.0,2980.92,2985.0,4.985
2025-07-15 03:23:00,2985.27,2986.9,2984.4,2986.9,1.602
2025-07-15 03:24:00,2986.42,2988.23,2985.71,2988.23,5.375
2025-07-15 03:25:00,2988.77,2992.0,2988.77,2990.03,6.167
2025-07-15 03:26:00,2989.95,2991.07,2988.35,2989.43,1.99
2025-07-15 03:27:00,2990.59,2990.59,2990.35,2990.49,0.054
2025-07-15 03:28:00,2990.05,2990.95,2989.51,2990.25,11.072
2025-07-15 03:29:00,2990.25,2990.27,2989.28,2989.81,0.653
2025-07-15 03:30:00,2989.59,2989.59,2982.3,2983.71,5.172
2025-07-15 03:31:00,2984.33,2984.33,2979.28,2980.32,24.778
2025-07-15 03:32:00,2981.1,2981.51,2977.97,2978.93,10.978
2025-07-15 03:33:00,2979.58,2981.07,2977.45,2978.54,1.123
2025-07-15 03:34:00,2977.45,2981.61,2977.45,2981.61,2.395
2025-07-15 03:35:00,2981.01,2983.01,2980.65,2981.36,2.703
2025-07-15 03:36:00,2981.15,2982.46,2979.99,2980.25,3.698
2025-07-15 03:37:00,2981.51,2981.88,2979.8,2979.8,6.528
2025-07-15 03:38:00,2978.84,2985.65,2975.67,2985.26,1.332
2025-07-15 03:39:00,2986.27,2986.64,2984.08,2986.62,2.348
2025-07-15 03:40:00,2985.79,2987.25,2985.0,2986.37,2.034
2025-07-15 03:41:00,2987.81,2988.0,2985.47,2986.5,0.619
2025-07-15 03:42:00,2987.39,2991.31,2987.39,2991.31,2.197
2025-07-15 03:43:00,2991.1,2995.36,2991.1,2993.09,3.77
2025-07-15 03:44:00,2993.6,2995.28,2992.94,2993.75,4.459
2025-07-15 03:45:00,2991.93,2995.63,2991.93,2995.63,0.761
2025-07-15 03:46:00,2994.54,2995.76,2993.18,2993.18,2.153
2025-07-15 03:47:00,2992.93,2996.0,2992.62,2995.8,2.716
2025-07-15 03:48:00,2996.2,2996.68,2994.88,2995.06,1.978
2025-07-15 03:49:00,2995.11,2995.55,2994.75,2995.15,1.853
2025-07-15 03:50:00,2993.7,2994.13,2991.36,2991.36,0.433
2025-07-15 03:51:00,2991.67,2996.0,2991.67,2996.0,1.538
2025-07-15 03:52:00,2996.56,2996.56,2994.07,2994.08,4.513
2025-07-15 03:53:00,2992.7,2992.7,2988.09,2991.33,113.752
2025-07-15 03:54:00,2988.16,2988.27,2984.0,2984.0,6.513
2025-07-15 03:55:00,2983.22,2988.6,2983.19,2988.6,0.726
2025-07-15 03:56:00,2988.13,2991.36,2988.13,2991.36,0.854
2025-07-15 03:57:00,2991.54,2991.8,2987.54,2987.54,10.02
2025-07-15 03:58:00,2991.15,2992.29,2991.14,2992.29,1.755
2025-07-15 03:59:00,2991.47,2991.74,2991.47,2991.74,0.176
2025-07-15 04:00:00,2991.62,2991.62,2989.99,2989.99,7.424
2025-07-15 04:01:00,2990.17,2990.44,2989.85,2990.44,3.517
2025-07-15 04:02:00,2993.51,2993.51,2990.61,2990.76,1.426
2025-07-15 04:03:00,2989.2,2990.1,2986.02,2986.02,6.273
2025-07-15 04:04:00,2988.0,2988.0,2984.97,2985.06,1.518
2025-07-15 04:05:00,2984.0,2984.6,2980.97,2981.8,2.584
2025-07-15 04:06:00,2981.72,2981.72,2980.72,2980.84,0.49
2025-07-15 04:07:00,2980.58,2983.05,2979.55,2983.05,7.353
2025-07-15 04:08:00,2983.62,2984.0,2981.63,2981.63,1.726
2025-07-15 04:09:00,2981.91,2982.42,2973.55,2980.0,23.876
2025-07-15 04:10:00,2978.11,2979.27,2974.14,2978.4,15.13
2025-07-15 04:11:00,2978.61,2987.67,2978.61,2987.67,4.143
2025-07-15 04:12:00,2987.0,2992.72,2987.0,2992.72,1.237
2025-07-15 04:13:00,2991.8,2992.72,2989.88,2989.96,13.679
2025-07-15 04:14:00,2989.95,2993.32,2989.95,2993.32,0.571
2025-07-15 04:15:00,2993.32,2997.7,2993.32,2997.7,8.411
2025-07-15 04:16:00,2998.26,2998.37,2997.1,2998.37,0.448
2025-07-15 04:17:00,2998.55,2999.28,2997.98,2998.75,0.487
2025-07-15 04:18:00,2999.75,3001.22,2999.17,3000.07,6.673
2025-07-15 04:19:00,3000.5,3002.9,3000.09,3002.9,2.114
2025-07-15 04:20:00,3002.22,3004.4,2999.78,3004.36,4.803
2025-07-15 04:21:00,3003.94,3003.94,3002.99,3002.99,0.196
2025-07-15 04:22:00,3002.53,3007.84,3002.53,3007.84,2.837
2025-07-15 04:23:00,3008.0,3008.0,3006.28,3006.43,0.752
2025-07-15 04:24:00,3006.15,3007.39,3005.14,3006.71,7.328
2025-07-15 04:25:00,3007.49,3007.49,3004.0,3005.87,2.043
2025-07-15 04:26:00,3005.18,3006.3,3005.18,3005.69,1.344
2025-07-15 04:27:00,3005.29,3005.29,3005.26,3005.26,0.044
2025-07-15 04:28:00,3005.18,3005.38,3005.18,3005.3,5.286
2025-07-15 04:29:00,3005.83,3007.74,3004.96,3004.96,0.638
2025-07-15 04:30:00,3006.16,3006.16,3003.04,3003.04,4.661
2025-07-15 04:31:00,3002.85,3004.26,3001.91,3003.25,2.183
2025-07-15 04:32:00,3003.47,3003.47,2999.33,2999.73,2.728
2025-07-15 04:33:00,2998.77,2998.93,2994.14,2994.14,2.412
2025-07-15 04:34:00,2993.82,2997.21,2993.1,2997.21,3.57
2025-07-15 04:35:00,2999.09,2999.68,2997.3,2998.21,1.115
2025-07-15 04:36:00,2997.5,3002.0,2997.5,3002.0,3.538
2025-07-15 04:37:00,3000.6,3002.0,3000.6,3002.0,0.033
2025-07-15 04:38:00,3003.86,3005.42,3003.86,3005.11,3.317
2025-07-15 04:39:00,3006.91,3006.91,3004.06,3004.06,0.304
2025-07-15 04:40:00,3005.0,3005.24,3003.53,3005.11,5.262
2025-07-15 04:41:00,3006.0,3006.76,3006.0,3006.32,3.122
2025-07-15 04:42:00,3006.21,3007.0,3004.48,3007.0,10.958
2025-07-15 04:43:00,3007.48,3008.01,3007.48,3007.79,28.557
2025-07-15 04:44:00,3007.78,3008.96,3007.2,3007.2,3.029
2025-07-15 04:45:00,3006.97,3008.37,3006.42,3008.37,0.775
2025-07-15 04:46:00,3007.33,3007.33,3005.8,3006.8,0.395
2025-07-15 04:47:00,3007.34,3008.82,3006.66,3008.48,2.594
2025-07-15 04:48:00,3008.95,3013.0,3008.95,3009.57,6.774
2025-07-15 04:49:00,3010.0,3013.04,3007.77,3008.08,3.917
2025-07-15 04:50:00,3008.4,3008.4,3005.53,3005.53,1.802
2025-07-15 04:51:00,3005.7,3006.19,3005.39,3005.39,1.397
2025-07-15 04:52:00,3007.0,3007.39,3006.08,3007.39,0.042
2025-07-15 04:53:00,3007.68,3008.65,3006.49,3008.65,0.214
2025-07-15 04:54:00,3009.8,3010.38,3009.35,3009.35,0.197
2025-07-15 04:55:00,3008.7,3008.82,3007.84,3008.59,0.802
2025-07-15 04:56:00,3008.27,3008.4,3008.27,3008.4,0.008
2025-07-15 04:57:00,3008.92,3008.92,3008.89,3008.89,0.247
2025-07-15 04:58:00,3008.52,3008.52,3007.78,3007.78,0.685
2025-07-15 04:59:00,3009.32,3009.32,3008.86,3008.91,6.141
2025-07-15 05:00:00,3008.69,3010.81,3008.69,3010.81,0.168
2025-07-15 05:01:00,3012.0,3012.37,3012.0,3012.37,3.698
2025-07-15 05:02:00,3011.67,3011.67,3009.64,3010.17,29.715
2025-07-15 05:03:00,3011.48,3012.98,3011.34,3011.34,1.654
2025-07-15 05:04:00,3011.71,3012.07,3010.73,3011.68,0.937
2025-07-15 05:05:00,3011.33,3011.38,3011.33,3011.34,0.042
2025-07-15 05:06:00,3011.2,3011.38,3010.75,3010.75,0.901
2025-07-15 05:07:00,3011.64,3011.64,3011.24,3011.31,0.338
2025-07-15 05:08:00,3009.88,3009.88,3009.88,3009.88,0.006
2025-07-15 05:09:00,3011.6,3011.6,3011.6,3011.6,0.127
2025-07-15 05:10:00,3010.82,3010.82,3010.61,3010.61,0.544
2025-07-15 05:11:00,3010.95,3010.95,3010.95,3010.95,0.004
2025-07-15 05:12:00,3010.61,3010.61,3007.5,3010.19,28.61
2025-07-15 05:13:00,3010.84,3011.24,3009.5,3009.62,4.466
2025-07-15 05:14:00,3009.27,3009.55,3009.19,3009.19,0.159
2025-07-15 05:15:00,3008.66,3008.86,3008.14,3008.14,0.451
2025-07-15 05:16:00,3006.02,3006.02,3003.53,3003.53,1.187
2025-07-15 05:17:00,3003.78,3007.02,3003.78,3007.02,2.079
2025-07-15 05:18:00,3007.48,3009.98,3007.48,3009.66,7.743
2025-07-15 05:19:00,3007.92,3008.35,3007.17,3008.35,0.525
2025-07-15 05:20:00,3009.2,3009.2,3008.86,3008.86,0.015
2025-07-15 05:21:00,3008.86,3008.86,3008.86,3008.86,0.0
2025-07-15 05:22:00,3008.86,3008.86,3008.86,3008.86,0.0
2025-07-15 05:23:00,3010.72,3010.72,3010.72,3010.72,0.022
2025-07-15 05:24:00,3010.6,3010.6,3010.15,3010.15,1.652
2025-07-15 05:25:00,3010.15,3010.15,3010.15,3010.15,0.0
2025-07-15 05:26:00,3010.15,3010.15,3010.15,3010.15,0.0
2025-07-15 05:27:00,3010.25,3010.25,3009.76,3009.76,0.99
2025-07-15 05:28:00,3011.55,3013.7,3011.55,3013.7,8.644
2025-07-15 05:29:00,3012.65,3012.65,3012.65,3012.65,1.101
2025-07-15 05:30:00,3012.66,3012.66,3010.63,3010.63,11.327
2025-07-15 05:31:00,3011.23,3012.69,3011.13,3012.55,2.786
2025-07-15 05:32:00,3012.45,3014.31,3009.79,3009.79,32.192
2025-07-15 05:33:00,3009.69,3009.69,3009.68,3009.68,0.419
2025-07-15 05:34:00,3009.53,3009.53,3007.99,3007.99,0.432
2025-07-15 05:35:00,3007.24,3007.65,3006.15,3006.34,1.572
2025-07-15 05:36:00,3005.59,3005.7,3004.92,3004.92,0.535
2025-07-15 05:37:00,3005.82,3006.49,3005.82,3006.49,0.544
2025-07-15 05:38:00,3006.61,3007.18,3006.61,3007.18,0.481
2025-07-15 05:39:00,3008.18,3008.22,3006.6,3006.6,0.772
2025-07-15 05:40:00,3007.28,3011.0,3007.28,3011.0,0.748
2025-07-15 05:41:00,3011.15,3011.44,3010.92,3010.92,1.429
2025-07-15 05:42:00,3009.96,3009.97,3009.7,3009.7,0.75
2025-07-15 05:43:00,3007.61,3007.61,3004.99,3006.94,0.829
2025-07-15 05:44:00,3006.94,3006.94,3006.94,3006.94,0.0
2025-07-15 05:45:00,3005.51,3005.51,3005.51,3005.51,0.108
2025-07-15 05:46:00,3006.53,3006.53,3006.53,3006.53,0.2
2025-07-15 05:47:00,3005.54,3006.22,3004.0,3004.0,3.978
2025-07-15 05:48:00,3002.52,3002.88,3002.52,3002.88,1.0
2025-07-15 05:49:00,3006.58,3006.72,3005.83,3005.83,0.017
2025-07-15 05:50:00,3005.85,3006.42,3005.85,3006.42,0.223
2025-07-15 05:51:00,3005.93,3005.98,3005.38,3005.38,0.017
2025-07-15 05:52:00,3003.94,3005.28,3003.76,3005.28,1.019
2025-07-15 05:53:00,3005.61,3006.43,3005.61,3006.43,0.297
2025-07-15 05:54:00,3007.56,3011.0,3007.55,3010.55,2.223
2025-07-15 05:55:00,3010.48,3010.6,3010.48,3010.6,0.137
2025-07-15 05:56:00,3010.77,3011.02,3010.65,3010.65,1.296
2025-07-15 05:57:00,3011.24,3013.23,3011.13,3013.23,1.02
2025-07-15 05:58:00,3012.95,3012.95,3012.19,3012.19,0.045
2025-07-15 05:59:00,3013.26,3014.08,3013.26,3014.08,3.94
2025-07-15 06:00:00,3013.94,3016.33,3013.93,3015.34,0.986
2025-07-15 06:01:00,3013.65,3015.7,3013.24,3015.7,1.559
2025-07-15 06:02:00,3016.28,3016.73,3013.84,3015.69,9.608
2025-07-15 06:03:00,3016.97,3020.18,3015.58,3020.18,3.559
2025-07-15 06:04:00,3019.2,3019.2,3016.91,3017.68,0.748
2025-07-15 06:05:00,3016.73,3018.79,3016.73,3018.06,0.048
2025-07-15 06:06:00,3018.26,3021.28,3018.26,3020.46,0.375
2025-07-15 06:07:00,3021.5,3032.88,3020.27,3030.26,42.216
2025-07-15 06:08:00,3030.0,3031.82,3028.0,3028.41,1.915
2025-07-15 06:09:00,3029.67,3029.67,3025.18,3028.48,3.144
2025-07-15 06:10:00,3027.68,3028.41,3027.68,3028.41,0.047
2025-07-15 06:11:00,3025.06,3026.23,3024.0,3026.23,12.654
2025-07-15 06:12:00,3024.49,3025.24,3024.49,3025.24,0.031
2025-07-15 06:13:00,3023.52,3023.52,3023.52,3023.52,0.024
2025-07-15 06:14:00,3023.79,3027.58,3023.79,3026.05,5.754
2025-07-15 06:15:00,3024.82,3025.04,3023.1,3023.1,0.302
2025-07-15 06:16:00,3021.33,3022.27,3020.67,3022.27,0.693
